Answer,Answer Match,Attempt #,Attempt End,Attempt Start,Bonus?,Difficulty,FirstName,LastName,Org Defined ID,Out Of,Processed,Q #,Q Text,Q Title,Q Type,Score,Section #,Username
"Representative heuristic, because the colleague resembles a typical example of a representative group (fashion models).",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,11,"Imagine that one of your colleagues from the lectures looks like a fashion model. Based on this observation, you assume that he or she probably is a fashion model. Which heuristic underlies this assumption? Briefly explain this heuristic.",Like a fashion model,WR,0,,105
"Affective forecasting involves anticipating how one will feel in the future. This concept is particularly relevant in end-of-life decisions when a person cannot express their wishes. In such cases, having a living will can be very useful.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,12,"What is affective forecasting, and why is it important to consider it in end-of-life decisions?",Affective forecasting,WR,0,,105
"An anchor is a reference point that individuals use to process new information. The primacy effect describes the tendency to remember the initial words in a list more clearly than those that follow, which occurs because people focus their attention on the first word as a starting point.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,13,"What is anchoring, and what is the primacy effect? And what do they have in common?",Anchoring and primacy,WR,0,,105
Pre-conventional level: Moral decisions are influenced by rewards and punishments. Conventional level: Moral decisions are guided by social rules and the desire to be accepted by others. Post-conventional level: Moral decisions are founded on overarching principles such as justice.,,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,14,"According to Kohlberg, what are three levels of moral development? Very briefly describe each level. (Each level is sometimes split up into two stages. You don’t need to describe these stages.)",Kohlberg’s stages,WR,0,,105
"Maximizing involves selecting the option that aims to achieve the best possible outcome, whereas satisficing means choosing an option that is merely adequate. Individuals with high levels of neuroticism are likely to use a maximizing approach to decision-making.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,15,"Briefly describe the maximizing and satisficing decision styles. If someone scores high on the neuroticism personality trait, which decision style is he or she most likely to adopt?",Decision styles,WR,0,,105
Availability bias: Making decisions influenced by how quickly examples or information are recalled.,,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,16,"We tend to overestimate how many people are morally outraged based on what we see on social media. Which two biases primarily contribute to this? Describe them, and explain how they work together to cause this overestimation.",Moral outrage,WR,0,,105
"Comprehending the Dutch healthcare systems is considered a schema, as it is a mental framework that arranges knowledge and sets expectations. Recognizing the appropriate conduct at a birthday party is a script, since it is a specific form of schema designed to understand and predict routine occurrences.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,17,"When people apply for Dutch nationality or a Dutch residence permit, they need to complete a test of Dutch culture as part of the so-called inburgeringsexamen. As part of this test, people are supposed to understand how the Dutch healthcare system works, and how to ‘properly’ behave at a birthday party. Which of these two examples is a schema, and which is a script, and (briefly) why?",Schemas and scripts,WR,0,,105
Perception is increasingly shaped by existing beliefs.,,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,18,"In the ideal-observer model of perceptual decision making, prior beliefs are combined with sensory evidence to create a perception. That is, what you perceive is a combination of what you expect and the information that reaches your senses. What happens to the influence of prior beliefs on perception when the reliability of sensory information decreases?",Ideal observers,WR,0,,105
"Loss aversion refers to the tendency for losses to feel more significant than equivalent gains. Risk aversion is the preference to avoid taking risks due to uncertainty. Although risk aversion is relevant when the risks are known, loss aversion can serve as a broader underlying drive.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,19,What is the difference between loss aversion and risk aversion?,Loss and risk aversion,WR,0,,105
"System 1 forms moral judgments quickly based on intuition and feelings. System 2 follows by providing a rational explanation for those judgments. According to this model, System 1 plays the primary role.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,20,"Although Jonathan Haidt’s social-intuitionist model of moral judgment is not directly phrased in terms of System 1 and System 2, you can easily interpret it that way. According to the social-intuitionist model, what is the role of System 1 and System 2 thinking in moral reasoning? And which System is most dominant according to this model?",System 1 and 2 thinking and social intuitionism,WR,0,,105
"Intentional stance, as the behavior demonstrates the mind's intention based on behaviorist principles.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,21,"Behaviorism was an approach to psychology, mainly popular in the early 20th century, that emphasized that the mind could not be measured, and that psychologists should therefore focus on how stimuli trigger behavior. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance did behaviorists adopt, and (briefly) why?",Behaviorism,WR,0,,105
Expected utility theory considers risk preferences by assigning subjective values to the available options.,,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,22,What are the two main differences between expected value theory and expected utility theory?,Value and utility,WR,0,,105
"Conditioning involves learning to associate a particular response with a certain stimulus. In classical conditioning, this association is formed by presenting a stimulus alongside a natural response. In operant conditioning, the link is created through the use of rewards or punishments following a behavior.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,23,What is conditioning? And what is the difference between classical and operant conditioning?,Conditioning,WR,0,,105
"Gaining new information leads to hindsight bias because the recently acquired knowledge is unconsciously considered when looking back at past events, making those events seem more predictable than they really were.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,24,How does learning contribute to hindsight bias?,Hindsight bias and learning,WR,0,,105
Persistence of belief Neuroticism,,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,25,"During the lecture, we reviewed several cognitive and personality factors that contribute to conspiratorial thinking. Can you name three of these factors?",Factors contribution to conspiracy theory,WR,0,,105
"Individuals with high loss aversion perceive losses as more significant than gains. This influences their willingness to take risks, leading them to prefer the safest choice and avoid uncertainty.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,26,How does loss aversion affect the degree to which people are risk averse?,Risk aversion,WR,0,,105
"I would take the same approach. It was a great chance to create a report for the RUW and evaluate other students' papers as well. This helped me gain a better understanding of the Judgement & Decision Making course. The feedback and grading were done by students rather than a teacher, which I was comfortable with. I believed that, since we share a similar level of knowledge, they could provide feedback just as effectively as a teacher.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,27,"Imagine that you are teaching a university course with many students. You would like all the students to actively engage with the material. But you have only limited time and resources, which means for example that you cannot use forms of examination that require personalized (and thus time-intensive) feedback and grading. Based on the knowledge that you gained during this course, how would you approach this? (All answers that reflect serious engagement with this question will receive a point. Therefore, I suggest that you leave this question for the end!)",Incentives,WR,0,,105
"Delusional conspiracy theories are those that are irrational or illogical. In contrast, non-delusional conspiracy theories involve a logical and coherent line of thinking, even though they are still considered conspiracy theories.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,28,What distinguishes a delusional conspiracy theory from a non-delusional conspiracy theory?,Delusional conspiracy theories,WR,0,,105
Consensus refers to whether individuals respond similarly. Distinctiveness involves responses triggered only by a particular stimulus. Consistency means the same outcome occurs repeatedly under similar conditions. The simulation heuristic is a mental shortcut where people envision scenarios to determine cause and effect. Counterfactual reasoning is when people assess what might have happened in different situations by changing certain elements.,,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,29,"To judge whether event A causes event B, or merely correlates with event B, we make use of five heuristics, as described in the lecture. What are these heuristics? Provide a very brief explanation of each, illustrating how they apply to events A and B in your explanation.",Causality,WR,0,,105
"This pertains to the impact of bacteria as seen in biology. It explains how bacteria can transfer to various objects or individuals. In this case, the same concept is applied, but shifted from biology to psychology.",,1,28/10/2024 10:30 AM,28/10/2024 8:30 AM,False,1,First name 105,Last name 105,isis$105,1,1,30,One form of magical contagion is when you prefer not to use things that used to belong to someone that you profoundly dislike. How can you explain this in terms of framework theories for different domains of knowledge?,Magical contagion,WR,0,,105
"The distinction is that with illusory causation, we mistakenly believe that one event causes another, perceiving a cause-and-effect link that doesn't actually exist. In contrast, illusory correlation occurs when we incorrectly assume two variables are related or change together, even though no such connection exists.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,1,What is the difference between illusory causation and illusory correlation?,Illusory causation and correlation,WR,0,,127
"We feel losses more intensely than gains. When risks involve more losses than gains, we usually try to avoid them. On the other hand, when risks are presented as potential losses, we are more likely to take risks.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,2,How does loss aversion affect the degree to which people are risk averse?,Risk aversion,WR,0,,127
"People tend to overestimate small probabilities, although extremely small probabilities are overestimated to a lesser extent than moderately low probabilities.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,3,"According to prospect theory, do people over- or underestimate low probabilities? And does this differ between merely low probabilities (e.g. 10%) and extremely low probabilities (e.g. 0.01%)?",Prospect theory and probabilities,WR,0,,127
"Anchoring involves forming an initial judgment or estimate, which is then modified as new information becomes available. The primacy effect refers to the tendency for the first information received to strongly influence the way subsequent information is perceived and understood. Both concepts share the idea that the initial information plays a crucial role, acting as the foundation for the first judgment or evaluation.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,4,"What is anchoring, and what is the primacy effect? And what do they have in common?",Anchoring and primacy,WR,0,,127
"Framework theories represent our understanding of the three areas: physics, psychology, and biology. Magical effects arise when we take knowledge from one domain and apply it to another. Thus, we rely on a different domain of knowledge to assess this contagion.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,5,One form of magical contagion is when you prefer not to use things that used to belong to someone that you profoundly dislike. How can you explain this in terms of framework theories for different domains of knowledge?,Magical contagion,WR,0,,127
"Loss aversion means we feel the pain of losses more strongly than the pleasure of gains. This causes us to give greater importance to losses. As a result, the expected negative impact of losses outweighs the expected positive impact of gains.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,6,"When expressed in terms of utility in prospect theory, what does loss aversion reflect?",Prospect theory and utilities,WR,0,,127
"I would begin by incorporating an assignment that encourages interaction and requires applying the course material in a new context. This approach can deepen students' understanding by prompting them to think differently about the content. Allowing students to generate their own answers, such as through an open exam, could also be advantageous. Unlike multiple-choice tests, which may reinforce hindsight bias—where material seems clear only after the fact without active engagement—open exams promote better learning by encouraging active involvement. Additionally, in terms of risk perception, the way we present exams and assignments matters: framing tasks in terms of potential losses makes people more risk-seeking. Therefore, instead of saying ""not doing this assignment will result in a poor grade,"" it's better to say ""doing this assignment will improve your chances of a good grade.""",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,7,"Imagine that you are teaching a university course with many students. You would like all the students to actively engage with the material. But you have only limited time and resources, which means for example that you cannot use forms of examination that require personalized (and thus time-intensive) feedback and grading. Based on the knowledge that you gained during this course, how would you approach this? (All answers that reflect serious engagement with this question will receive a point. Therefore, I suggest that you leave this question for the end!)",Incentives,WR,0,,127
"Expected utility theory accounts for risk aversion, while expected value theory does not. Additionally, expected value theory focuses solely on financial results, whereas expected utility theory takes into account both financial and non-financial outcomes.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,8,What are the two main differences between expected value theory and expected utility theory?,Value and utility,WR,0,,127
"Learning leads to hindsight bias because it is difficult to ignore information we have acquired when forming a judgment. This can be seen as a helpful learning mechanism, where we incorporate recent knowledge both in making decisions and recalling our original judgments.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,9,How does learning contribute to hindsight bias?,Hindsight bias and learning,WR,0,,127
"The availability heuristic is a mental shortcut where we estimate how often events occur based on how quickly they come to mind. Negativity bias refers to our tendency to focus on negative emotional information. These two biases interact because negative emotional content is remembered more readily due to our preference for it. As a result, we tend to overestimate how common morally outraged individuals are.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,10,"We tend to overestimate how many people are morally outraged based on what we see on social media. Which two biases primarily contribute to this? Describe them, and explain how they work together to cause this overestimation.",Moral outrage,WR,0,,127
"Yes, it reduces their accuracy in making those predictions. Having unrealistic optimism is actually an indicator of good health.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,11,People often make predictions about how likely it is that something bad will happen to them. Does major depressive disorder make people less accurate at making such predictions?,Major depressive disorder,WR,0,,127
"Maximizing involves selecting the optimal choice, while satisficing means picking an option that meets acceptable criteria. Individuals with high levels of neuroticism tend to prefer a maximizing approach to decision-making.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,12,"Briefly describe the maximizing and satisficing decision styles. If someone scores high on the neuroticism personality trait, which decision style is he or she most likely to adopt?",Decision styles,WR,0,,127
"They use a functional, or design, perspective because this type of analysis helps explain the world by focusing on functions—understanding how and why things operate the way they do. Here, it involves examining the role of ingroup favoritism.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,13,"Evolutionary psychology, sometimes also called functionalism, is an approach to psychology that considers psychological processes from the perspective of their usefulness in evolutionary terms. For example, ingroup favoritism (our tendency to prefer people from our own group) would be beneficial because it stimulates the emergence of protective communities. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance do evolutionary psychologists adopt, and (briefly) why?",Evolutionary psychology,WR,0,,127
"Delusions are unreasonable beliefs that are not accepted by society. Therefore, a delusional conspiracy theory differs from a non-delusional one because it is not embraced or accepted within the culture.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,14,What distinguishes a delusional conspiracy theory from a non-delusional conspiracy theory?,Delusional conspiracy theories,WR,0,,127
"When sensory information becomes less reliable, it influences our prior beliefs to a lesser extent. According to Bayesian statistics, our posterior belief is a weighted combination of prior knowledge and new evidence. When the evidence is uncertain, the prior knowledge plays a stronger role in shaping the posterior belief than the evidence does.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,15,"In the ideal-observer model of perceptual decision making, prior beliefs are combined with sensory evidence to create a perception. That is, what you perceive is a combination of what you expect and the information that reaches your senses. What happens to the influence of prior beliefs on perception when the reliability of sensory information decreases?",Ideal observers,WR,0,,127
"Representativeness heuristic refers to the tendency to evaluate the likelihood of an event by how closely it resembles a typical example. In this case, since the colleague fits the image of a model, we are more inclined to believe they are a model.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,16,"Imagine that one of your colleagues from the lectures looks like a fashion model. Based on this observation, you assume that he or she probably is a fashion model. Which heuristic underlies this assumption? Briefly explain this heuristic.",Like a fashion model,WR,0,,127
"Affective forecasting involves anticipating our future emotional responses. We often overestimate the intensity and duration of these feelings (impact bias) and tend to assume our future emotions will resemble our current mindset (projection bias). Consequently, when making end-of-life decisions, we base our judgments on our present state rather than accurately predicting our future feelings. This highlights the importance of taking affective forecasting into account during such decisions.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,17,"What is affective forecasting, and why is it important to consider it in end-of-life decisions?",Affective forecasting,WR,0,,127
Conditioning involves creating a connection between different stimuli.,,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,18,"Politicians often keep repeating the same statements over and over again. In addition to the availability heuristic, through which psychological mechanism do they hope to make their message more attractive by frequently repeating it?",Politicians repeating themselves,WR,0,,127
"Impact bias refers to our tendency to exaggerate the intensity of our future emotions. When going through a breakup, individuals may anticipate feeling worse than they actually will because they overestimate the negative impact of losing a partner. This exaggerated expectation can discourage them from ending the relationship.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,19,"What is impact bias? And how could impact bias prevent people from breaking up, even when they are unhappy in their relationship?",Impact bias,WR,0,,127
The preconventional level involves making moral decisions to avoid punishment or obtain rewards. The conventional level relies on societal opinions and laws to maintain order. The postconventional level reflects a more profound and universal grasp of moral reasoning.,,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,20,"According to Kohlberg, what are three levels of moral development? Very briefly describe each level. (Each level is sometimes split up into two stages. You don’t need to describe these stages.)",Kohlberg’s stages,WR,0,,127
"The intentional stance is the most suitable because it explains behavior based on intentions, which aligns more closely with how people act.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,21,"Behaviorism was an approach to psychology, mainly popular in the early 20th century, that emphasized that the mind could not be measured, and that psychologists should therefore focus on how stimuli trigger behavior. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance did behaviorists adopt, and (briefly) why?",Behaviorism,WR,0,,127
"System 1 refers to the moral judgments linked to intuition and gut feelings, driven by our emotions. In contrast, System 2 involves moral reasoning, where deliberate and thoughtful consideration determines what is moral. The social-intuitionist model primarily emphasizes the role of System 1.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,22,"Although Jonathan Haidt’s social-intuitionist model of moral judgment is not directly phrased in terms of System 1 and System 2, you can easily interpret it that way. According to the social-intuitionist model, what is the role of System 1 and System 2 thinking in moral reasoning? And which System is most dominant according to this model?",System 1 and 2 thinking and social intuitionism,WR,0,,127
"Loss aversion means giving greater importance to losses than to gains, causing us to feel losses more intensely than gains. Risk aversion, on the other hand, refers to the tendency to steer clear of risky situations. In summary, loss aversion focuses on avoiding losses, while risk aversion centers on avoiding risk.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,23,What is the difference between loss aversion and risk aversion?,Loss and risk aversion,WR,0,,127
1. self-centered 2. finding order in chaos 3. embracing straightforward reasons for complicated situations,,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,24,"During the lecture, we reviewed several cognitive and personality factors that contribute to conspiratorial thinking. Can you name three of these factors?",Factors contribution to conspiracy theory,WR,0,,127
"1. Expected value theory is a normative decision-making model where choices are made by computing the expected value. 2. Expected utility theory is a normative framework that involves calculating expected utility while factoring in risk aversion. 3. Multi-attribute utility theory is a normative model that evaluates decisions based on multiple attributes. 4. Prospect theory is a descriptive model that incorporates heuristics and biases, addressing both risk aversion and loss aversion.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,25,"What are the four models of choice, value, and utility that we considered in the lecture? Very briefly explain each model.","Models of choice, value, and utility",WR,0,,127
"The causal model of past events involves constructing a mental link that explains how specific events occurred. Once this link is formed, the result appears more unavoidable, which reinforces our tendency toward hindsight bias.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,26,"What is a causal model (of past events), and how does it contribute to hindsight bias?",Hindsight bias and causal models,WR,0,,127
"Hindsight bias occurs because its widespread presence prevents us from learning from previous experiences, leaving us unprepared for unexpected situations. When we look back and say ""I knew it all along,"" it's because the outcome now appears obvious and understandable. This tendency can hinder our ability to learn effectively.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,27,"If you quiz yourself while preparing for an exam, you are likely to give incorrect answers when you don’t know the material very well yet. And then you learn by seeing the correct answer. Through which psychological mechanism can these incorrect answers interfere with learning?",Learning,WR,0,,127
"The Dutch healthcare system is an example of a schema, while appropriate conduct at a birthday party is an example of a script. The healthcare system qualifies as a schema because it represents a broad framework of general information. In contrast, birthday party behavior is considered a script because it reflects our understanding of the sequence of events in specific situations.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,28,"When people apply for Dutch nationality or a Dutch residence permit, they need to complete a test of Dutch culture as part of the so-called inburgeringsexamen. As part of this test, people are supposed to understand how the Dutch healthcare system works, and how to ‘properly’ behave at a birthday party. Which of these two examples is a schema, and which is a script, and (briefly) why?",Schemas and scripts,WR,0,,127
"1. Uniqueness; words show up on the screen when I press the keyboard keys, not because someone entered the room. 2. Specificity; the bike accident happened because you collided with a car while riding, not simply because you were alive. 3. Closeness in time and place; when I scratch my cat, it purrs since these actions occur near each other in both time and location. 4. Sequence; I scratch my cat first, and then it purrs, not the reverse. 5. Similarity in cause and effect; when I kick a ball, the motion of my leg resembles the way the ball rolls.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,29,"To judge whether event A causes event B, or merely correlates with event B, we make use of five heuristics, as described in the lecture. What are these heuristics? Provide a very brief explanation of each, illustrating how they apply to events A and B in your explanation.",Causality,WR,0,,127
"Conditioning involves forming a connection between two things. In classical conditioning, this happens by linking two stimuli so that when one appears, the other is also experienced. Operant conditioning uses reinforcements (either positive or negative) or punishments. For instance, associating a stimulus with a positive reinforcement increases the likelihood of a specific behavior being repeated.",,1,28/10/2024 10:23 AM,28/10/2024 8:30 AM,False,1,First name 127,Last name 127,isis$127,1,1,30,What is conditioning? And what is the difference between classical and operant conditioning?,Conditioning,WR,0,,127
"Expected value theory focuses on financial results, while expected utility theory takes into account non-financial factors and attitudes toward risk.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,1,What are the two main differences between expected value theory and expected utility theory?,Value and utility,WR,0,,32
"The example involving people's understanding of the Dutch healthcare system illustrates a schema. A schema provides a framework for comprehending situations, such as grasping how the Dutch healthcare system operates. Knowing the appropriate behavior at a birthday party is an example of a script, which is a type of schema related to a particular cultural context. It outlines how specific situations unfold and guides behavior within those contexts.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,2,"When people apply for Dutch nationality or a Dutch residence permit, they need to complete a test of Dutch culture as part of the so-called inburgeringsexamen. As part of this test, people are supposed to understand how the Dutch healthcare system works, and how to ‘properly’ behave at a birthday party. Which of these two examples is a schema, and which is a script, and (briefly) why?",Schemas and scripts,WR,0,,32
"A delusional conspiracy theory is one that conflicts with the particular culture of the group that believes in it. In contrast, a non-delusional conspiracy theory aligns with the culture of its believers. What is considered delusional in one setting may be seen as non-delusional in a different context.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,3,What distinguishes a delusional conspiracy theory from a non-delusional conspiracy theory?,Delusional conspiracy theories,WR,0,,32
"Individuals depend more on their existing beliefs than on the sensory data they receive. As a result, prior beliefs have a greater impact than sensory input. What you perceive is shaped more by those prior beliefs than by the actual sensory information entering your senses.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,4,"In the ideal-observer model of perceptual decision making, prior beliefs are combined with sensory evidence to create a perception. That is, what you perceive is a combination of what you expect and the information that reaches your senses. What happens to the influence of prior beliefs on perception when the reliability of sensory information decreases?",Ideal observers,WR,0,,32
"When individuals face a situation they see as a loss, they are more likely to take greater risks. Therefore, loss aversion leads people to engage in riskier behavior.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,5,How does loss aversion affect the degree to which people are risk averse?,Risk aversion,WR,0,,32
"Maximizing decision style involves selecting the absolute best choice, while the satisficing decision style means picking an option that is good enough or most suitable. Individuals who score high in neuroticism tend to use the maximizing decision style, as high neuroticism is associated with perfectionist tendencies.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,6,"Briefly describe the maximizing and satisficing decision styles. If someone scores high on the neuroticism personality trait, which decision style is he or she most likely to adopt?",Decision styles,WR,0,,32
"As a form of punishment, this learning method can be viewed as operant conditioning. Correct answers act as rewards, while incorrect answers serve as punishments. By steering clear of the punishments (wrong answers) and aiming for the rewards (right answers), you will learn to respond correctly.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,7,"If you quiz yourself while preparing for an exam, you are likely to give incorrect answers when you don’t know the material very well yet. And then you learn by seeing the correct answer. Through which psychological mechanism can these incorrect answers interfere with learning?",Learning,WR,0,,32
"Perceiving a connection where there is none, existing as a human, possessing limited intelligence.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,8,"During the lecture, we reviewed several cognitive and personality factors that contribute to conspiratorial thinking. Can you name three of these factors?",Factors contribution to conspiracy theory,WR,0,,32
Impact bias is the tendency to exaggerate the emotional intensity of a decision. This can cause individuals to avoid ending an unhappy relationship because they overpredict how much emotional pain the breakup will cause.,,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,9,"What is impact bias? And how could impact bias prevent people from breaking up, even when they are unhappy in their relationship?",Impact bias,WR,0,,32
Representativeness heuristic. This occurs because we ignore prior probabilities when making this decision. It is highly improbable that someone is both a fashion model and one of your classmates from the lectures.,,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,10,"Imagine that one of your colleagues from the lectures looks like a fashion model. Based on this observation, you assume that he or she probably is a fashion model. Which heuristic underlies this assumption? Briefly explain this heuristic.",Like a fashion model,WR,0,,32
"When individuals are loss averse, they try to prevent losses, whereas when they are risk averse, they seek to steer clear of risks.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,11,What is the difference between loss aversion and risk aversion?,Loss and risk aversion,WR,0,,32
"Illusory causation is the phenomenon where individuals mistakenly believe that one event causes another. Illusory correlation, on the other hand, involves incorrectly linking two unrelated things as being connected.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,12,What is the difference between illusory causation and illusory correlation?,Illusory causation and correlation,WR,0,,32
"The negativity bias leads us to focus more on negative information and morally outraged posts on social media. Social media algorithms reinforce this by showing us more of that kind of content. Due to the availability bias, we then exaggerate how common morally outraged individuals are because such content is more readily recalled from frequent exposure online.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,13,"We tend to overestimate how many people are morally outraged based on what we see on social media. Which two biases primarily contribute to this? Describe them, and explain how they work together to cause this overestimation.",Moral outrage,WR,0,,32
"Organizational perspective, as it pertains to how individuals act.",,1,28/10/2024 10:39 AM,28/10/2024 8:31 AM,False,1,First name 32,Last name 32,isis$32,1,1,14,"Evolutionary psychology, sometimes also called functionalism, is an approach to psychology that considers psychological processes from the perspective of their usefulness in evolutionary terms. For example, ingroup favoritism (our tendency to prefer people from our own group) would be beneficial because it stimulates the emergence of protective communities. If you think of this in terms of Daniel Dennet’s stances (or: levels of analysis), which stance do evolutionary psychologists adopt, and (briefly) why?",Evolutionary psychology,WR,0,,32
